1408590398, 52.35, 26.25
1408592196, 51.55, 26.25
1408592963, 52.47, 26.00
1408593572, 53.38, 25.69
1408594580, 53.35, 25.44
1408595540, 53.65, 25.31
1408596148, 53.95, 25.19
1408596736, 54.42, 25.13
1408597344, 54.25, 25.06
1408597932, 54.56, 25.00
1408598540, 54.71, 24.94
1408599149, 53.91, 24.94
1408599736, 54.70, 24.88
1408600345, 54.69, 24.81
1408600932, 54.85, 24.81
1408601541, 54.99, 24.69
1408602150, 54.51, 24.69
1408602737, 54.83, 24.69
1408603346, 54.66, 24.63
1408603954, 55.14, 24.63
1408604542, 54.66, 24.63
1408605150, 53.88, 24.69
1408605738, 54.03, 24.63
1408606346, 54.36, 24.69
1408606955, 54.51, 24.63
1408607542, 54.19, 24.63
1408608151, 54.35, 24.63
1408608759, 54.02, 24.56
1408609347, 54.02, 24.56
1408609955, 54.17, 24.50
1408610543, 54.49, 24.50
1408611151, 54.01, 24.50
1408611760, 54.65, 24.50
1408612347, 54.32, 24.44
1408612956, 54.32, 24.44
1408613543, 54.31, 24.38
1408614153, 54.15, 24.38
1408614761, 54.46, 24.31
1408615348, 54.62, 24.31
1408615957, 54.30, 24.31
1408616565, 54.46, 24.31
1408617153, 53.82, 24.25
1408617761, 54.61, 24.25
1408618349, 54.45, 24.25
1408618958, 54.92, 24.19
1408619566, 57.28, 24.06
1408620154, 56.80, 24.00
1408620762, 55.85, 24.06
1408621371, 55.54, 24.06
1408621958, 55.54, 24.13
1408622567, 55.71, 24.19
1408623154, 55.40, 24.25
1408624279, 56.39, 24.50
1408624888, 55.92, 24.50
1408625475, 55.92, 24.50
1408626083, 55.79, 24.69
1408626671, 57.41, 24.94
1408627280, 59.33, 25.00
1408627889, 60.58, 24.88
1408628476, 62.17, 24.88
1408629085, 62.17, 24.88
1408629693, 62.18, 24.94
1408630281, 59.87, 25.38
1408630889, 60.19, 25.44
1408631477, 62.88, 25.31
1408632086, 63.67, 25.25
1408632694, 64.44, 25.13
1408633282, 65.54, 25.06
1408634400, 62.54, 25.19
1408635353, 66.01, 25.00
1408635961, 66.01, 25.00
1408636999, 66.50, 25.06
1408637607, 63.51, 25.25
1408638195, 63.98, 25.25
1408638803, 65.11, 25.31
1408639391, 65.58, 25.25
1408640597, 66.05, 25.25
1408641205, 63.04, 25.31
1408641793, 64.80, 25.38
1408642401, 65.76, 25.38
1408642989, 66.71, 25.38
1408643598, 67.34, 25.31
1408644207, 66.54, 25.31
1408644794, 63.54, 25.44
1408645403, 64.80, 25.38
1408646011, 65.89, 25.25
1408646599, 66.20, 25.19
1408647207, 67.00, 25.19
1408647795, 75.91, 25.19
1408648404, 64.94, 25.25
1408649012, 66.05, 25.25
1408649599, 66.21, 25.25
1408650208, 67.32, 25.19
1408650816, 67.79, 25.19
1408651622, 67.32, 25.19
1408652231, 64.78, 25.25
1408652818, 67.47, 25.19
1408653427, 66.99, 25.13
1408654014, 66.02, 25.06
1408654624, 73.80, 25.00
1408655211, 66.96, 25.00
1408655799, 64.26, 25.00
1408656407, 64.57, 24.94
1408657015, 64.88, 24.88
1408657603, 65.34, 24.81
1408658723, 61.04, 24.75
1408659331, 64.86, 24.81
1408659919, 64.23, 24.81
1408660527, 64.39, 24.81
1408661115, 63.47, 25.00
1408661724, 63.34, 25.19
1408662332, 62.09, 25.38
1408662920, 59.56, 25.44
1408663528, 62.12, 25.50
1408664137, 61.32, 25.50
1408664724, 61.64, 25.50
1408665333, 62.41, 25.38
1408665920, 63.03, 25.25
1408666529, 62.87, 25.25
1408667138, 65.28, 25.38
1408668268,136.80, 25.50
1408669457, 61.17, 25.56
1408669457, 61.33, 25.56
1408669457, 61.01, 25.56
1408669478, 61.01, 25.56
1408669478, 61.02, 25.63
1408669478, 60.54, 25.63
1408669499, 61.34, 25.63
1408669499, 61.02, 25.63
1408669532, 60.53, 25.56
1408669532, 60.85, 25.56
1408669532, 61.02, 25.63
1408669553, 60.85, 25.56
1408669553, 61.17, 25.56
1408669553, 61.17, 25.56
1408669574, 60.70, 25.63
1408669574, 60.86, 25.63
1408669574, 60.70, 25.63
1408669595, 61.02, 25.63
1408669619, 60.86, 25.63
1408669631, 61.18, 25.63
1408669631, 61.18, 25.63
1408669631, 60.69, 25.56
1408669652, 60.86, 25.63
1408669652, 60.70, 25.63
1408669652, 61.34, 25.63
1408669673, 61.02, 25.63
1408669673, 61.18, 25.63
1408669673, 61.17, 25.56
1408670304, 68.47, 25.44
1408671506, 62.23, 25.25
1408672115, 62.05, 25.13
1408672702, 62.68, 25.06
1408673311, 62.98, 24.94
1408673898, 62.18, 24.94
1408674508, 62.18, 24.94
1408675116, 62.49, 24.88
1408675704, 62.64, 24.81
1408676312, 62.79, 24.75
1408676921, 62.31, 24.75
1408677508, 62.47, 24.75
1408678117, 62.30, 24.69
1408678704, 61.51, 24.69
1408679313, 60.89, 24.81
1408680208, 59.46, 24.81
1408680208, 59.50, 25.06
1408680208, 60.15, 25.13
1408680830, 59.51, 25.13
1408681563, 59.37, 25.25
1408681563, 59.40, 25.44
1408681563, 59.08, 25.44
1408681584, 59.08, 25.44
1408681584, 59.24, 25.44
1408681584, 58.92, 25.44
1408681605, 59.24, 25.44
1408681605, 59.40, 25.44
1408681605, 59.08, 25.44
1408681605, 58.92, 25.44
1408681626, 59.57, 25.50
1408681626, 59.25, 25.50
1408681626, 59.40, 25.44
1408681647, 59.40, 25.44
1408681647, 59.73, 25.50
1408681647, 59.40, 25.44
1408681668, 59.08, 25.44
1408681668, 59.56, 25.44
1408681668, 59.56, 25.44
1408681668, 59.56, 25.44
1408681689, 59.25, 25.50
1408681689, 59.24, 25.44
1408681689, 59.40, 25.44
1408681710, 59.24, 25.44
1408681710, 59.71, 25.38
1408681710, 59.56, 25.44
1408681731, 59.56, 25.44
