1408681731, 59.24, 25.44
1408681731, 59.56, 25.44
1408681731, 59.24, 25.44
1408681753, 59.57, 25.50
1408681753, 59.09, 25.50
1408681753, 59.57, 25.50
1408681773, 59.57, 25.50
1408681782, 59.24, 25.44
1408681782, 59.08, 25.44
1408681782, 59.24, 25.44
1408681803, 59.24, 25.44
1408681803, 59.24, 25.44
1408681803, 59.40, 25.44
1408681824, 59.08, 25.44
1408681824, 59.08, 25.44
1408681824, 59.24, 25.44
1408682443, 58.92, 25.44
1408683052, 54.30, 25.44
1408683639, 58.45, 25.50
1408684248, 58.31, 25.63
1408684835, 57.68, 25.63
1408685444, 58.00, 25.69
1408686539, 68.17, 85.00
1408687147, 59.60, 25.69
1408687735, 56.34, 25.19
1408688343, 60.61, 25.06
1408688931, 59.15, 24.88
1408689539, 60.30, 25.13
1408690147, 61.05, 24.81
1408690735, 60.72, 24.75
1408691343, 60.87, 24.69
1408691931, 61.02, 24.63
1408692539, 61.16, 24.50
1408693127, 61.31, 24.44
1408693735, 61.61, 24.38
1408694344, 60.97, 24.31
1408694931, 61.28, 24.25
1408695540, 61.28, 24.25
1408696127, 61.11, 24.19
1408696736, 61.42, 24.13
1408697344, 61.26, 24.13
1408697932, 61.25, 24.06
1408698540, 61.08, 24.00
1408699128, 60.92, 24.00
1408699736, 60.91, 23.94
1408700324, 61.39, 23.94
1408700932, 61.06, 23.88
1408701540, 61.53, 23.88
1408702128, 60.89, 23.81
1408702736, 61.36, 23.75
1408703324, 61.36, 23.75
1408703932, 61.35, 23.69
1408704541, 61.35, 23.69
1408705128, 60.71, 23.69
1408705737, 59.91, 23.63
1408706324, 60.24, 23.69
1408706933, 60.24, 23.69
1408707541, 60.23, 23.63
1408708129, 60.07, 23.63
1408708737, 59.91, 23.63
1408709325, 59.12, 23.63
1408709933, 59.28, 23.69
1408710659, 59.75, 23.63
1408711246, 59.45, 23.75
1408711855, 59.30, 23.81
1408712463, 59.46, 23.81
1408713051, 59.45, 23.75
1408713659, 59.93, 23.75
1408714247, 59.76, 23.69
1408714855, 59.76, 23.69
1408715464, 59.28, 23.63
1408716051, 59.28, 23.63
1408716660, 58.32, 23.63
1408717743, 59.43, 23.63
1408718352, 59.60, 23.69
1408718939, 60.09, 23.75
1408719548, 59.93, 23.75
1408720135, 59.61, 23.75
1408720744, 59.00, 23.88
1408721331, 59.33, 24.00
1408722142, 60.14, 24.06
1408722750, 59.34, 24.06
1408723338, 59.98, 24.06
1408723946, 59.03, 24.06
1408724534, 59.52, 24.19
1408725142, 60.01, 24.25
1408725751, 59.68, 24.19
1408726338, 60.47, 24.19
1408726947, 60.31, 24.19
1408727534, 59.69, 24.25
1408728143, 59.69, 24.25
1408728730, 60.17, 24.25
1408729339, 60.80, 24.25
1408729947, 60.64, 24.25
1408730534, 60.79, 24.19
1408731143, 58.89, 24.19
1408731730, 56.04, 24.25
1408732339, 61.29, 24.31
1408732947, 61.44, 24.25
1408734095, 62.07, 24.25
1408734704, 61.12, 24.25
1408735291, 60.80, 24.25
1408735900, 61.60, 24.31
1408736487, 61.75, 24.25
1408737096, 61.75, 24.25
1408737704, 62.07, 24.25
1408738292, 60.80, 24.25
1408738900, 60.18, 24.31
1408739487, 61.29, 24.31
1408740096, 61.60, 24.31
1408740683, 61.29, 24.31
1408741292, 61.76, 24.31
1408742083, 59.70, 24.31
1408742691, 59.71, 24.38
1408743278, 61.14, 24.38
1408743887, 62.24, 24.31
1408744474, 61.13, 24.31
1408745083, 61.30, 24.38
1408745691, 61.30, 24.38
1408746279, 61.47, 24.44
1408746887, 61.47, 24.44
1408747475, 61.78, 24.44
1408748083, 61.77, 24.38
1408748671, 61.60, 24.31
1408749279, 61.29, 24.31
1408749888, 61.13, 24.31
1408750475, 60.64, 24.25
1408751387, 60.49, 24.31
1408751995, 59.12, 24.69
1408752583, 58.35, 24.81
1408753191, 59.17, 25.00
1408753779, 58.07, 25.06
1408754387, 57.46, 25.25
1408754996, 56.83, 25.31
1408755583, 57.64, 25.38
1408756191, 58.08, 25.13
1408756779, 57.43, 25.06
1408757387, 57.28, 25.13
1408757975, 56.98, 25.25
1408758583, 56.82, 25.25
1408759192, 56.20, 25.31
1408759779, 55.90, 25.50
1408760388, 56.69, 25.44
1408762849, 56.79, 25.00
1408763458, 56.47, 25.00
1408764045, 63.47, 25.00
1408764653, 57.90, 25.00
1408765220, 57.42, 25.00
1408765828, 57.10, 25.00
1408766416, 57.26, 25.00
1408767024, 57.58, 25.00
1408767728, 57.74, 25.00
1408768337, 57.90, 25.00
1408768924, 57.42, 25.00
1408769533, 57.74, 25.00
1408770120, 57.42, 25.00
1408770729, 58.22, 25.00
1408771316, 58.38, 25.00
1408771925, 57.90, 25.00
1408772533, 57.90, 25.00
1408773121, 59.33, 25.00
1408773729, 58.85, 25.00
1408774317, 59.33, 25.00
1408774925, 59.01, 25.00
1408775513, 59.17, 25.00
1408776121, 59.49, 25.00
1408776730, 59.17, 25.00
1408777317, 59.49, 25.00
1408777926, 59.17, 25.00
1408778513, 59.01, 25.00
1408779121, 59.17, 25.00
1408779709, 59.01, 25.00
1408780317, 59.17, 25.00
1408780926, 59.01, 25.00
1408781513, 59.49, 25.00
1408782122, 59.17, 25.00
1408782709, 59.65, 25.00
1408783318, 54.40, 25.00
1408783905, 58.85, 25.00
1408784514, 59.33, 25.00
1408785122, 59.65, 25.00
1408785710, 59.81, 25.00
1408786318, 59.17, 25.00
1408786906, 59.33, 25.00
1408787514, 59.81, 25.00
1408788123, 59.33, 25.00
1408788710, 59.17, 25.00
1408789318, 59.01, 25.00
1408789906, 59.49, 25.00
1408790514, 59.01, 25.00
1408791102, 59.49, 25.00
1408791710, 58.85, 25.00
1408792319, 58.54, 25.00
1408792906, 58.54, 25.00
1408793515, 58.69, 25.00
1408794102, 58.06, 25.00
1408794711, 58.69, 25.00
1408795298, 58.85, 25.00
1408795907, 57.74, 25.00
1408796515, 58.85, 25.00
1408797103, 58.69, 25.00
1408797711, 59.33, 25.00
1408798298, 59.81, 25.00
1408798907, 61.40, 25.00
1408799494, 59.49, 25.00
1408800103, 56.94, 25.00
1408800711, 57.10, 25.00
1408805209, 66.09, 85.00
1408805817, 54.81, 25.63
1408806410, 54.51, 25.75
1408807018, 54.68, 25.88
1408807606, 55.93, 25.69
1408808214, 55.74, 25.44
1408808802, 55.73, 25.38
1408809410, 53.84, 25.56
1408809998, 55.32, 25.88
1408810606, 54.49, 25.63
1408811215, 54.35, 25.75
1408811802, 54.52, 25.81
1408812411, 55.14, 25.75
1408812998, 54.84, 25.81
1408813606, 54.52, 25.81
1408814199, 54.04, 25.81
1408814807, 54.54, 26.00
1408815416, 54.53, 25.94
1408816003, 54.38, 25.94
1408816612, 53.58, 25.94
1408817199, 54.23, 26.06
1408817808, 54.23, 26.06
1408818374, 56.33, 26.19
1408819073, 54.73, 26.19
1408819681, 53.17, 26.44
1408820269, 51.41, 26.44
1408820877, 52.07, 26.56
1408821465, 50.97, 26.69
1408822073, 50.35, 26.88
1408822662, 50.34, 26.75
1408823271, 49.70, 26.75
1408824385, 48.10, 26.75
1408824994, 47.46, 28.00
1408825581, 47.69, 28.56
